name,description,address,website,url
Cote Ghyll Cottage,"Cote Ghyll Cottage is a modern, spacious detached cottage beautifully decorated throughout with solid oak wood furniture and a hand carved stone fireplace. The cottage sleeps up to eight people in four spacious bedrooms soft beds, soft towels, radio alarm clocks and hairdryers. There are two shower rooms/bathroom. The games room is a den of fun with the 7ft Supreme pool table and childrens toys.","Osmotherley, Northallerton, North Yorkshire, DL6 3AH",http://www.coteghyll.com/book-online/,https://www.yorkshire.com/view/accommodation/northallerton/cote-ghyll-cottage-2079176
Cropton Cabins,"Forest Holidays allow you to discover yourselves again. Away from the bustle of everyday life you can relax in unique woodland surroundings. You can unwind, reconnect and escape. ","Forest Holidays , Cropton , Pickering , North Yorkshire, YO18 8ES",https://www.forestholidays.co.uk/locations/north-of-england/cropton-holidays/?utm_source=W2Y&utm_medium=partner&utm_campaign=weblisting ,https://www.yorkshire.com/view/accommodation/pickering/cropton-cabins-2032603
Croft House,"This is one of the most special cottages we have found, and the beamed ceilings, flag floors and an original period range with open fire all contribute to the wonderful, character feel of Croft House. It is set in a small square in the popular village of Askrigg, only a minutes walk from the centre of the village with its shops, pubs, tea shops and restaurant, yet has a wonderful walled back garden with a garden door in the wall through to the meadows and footpaths immediately behind the cottage.","West  End, Askrigg, North Yorkshire, DL8 3HN",http://www.askrigg.com,https://www.yorkshire.com/view/accommodation/askrigg/croft-house-841166
Croft House,,"Croft House, York, East Riding Of Yorkshire, YO41 5QX",,https://www.yorkshire.com/view/accommodation/york/croft-house-181717
Crescent Lodge,Crecent Lodge is a bed and breakfast establishment located in Whitby offering a comfortable friendly atmosphere. ,"27 Crescent Avenue, Whitby, North Yorkshire, YO21 3EW",http://www.crescentlodgewhitby.com/,https://www.yorkshire.com/view/accommodation/whitby/crescent-lodge-75732
Cravendale Holiday Flats,"Elegant Victorian house overlooking peaceful St Martin's Square. The sea front, shops, bus stop and taxis are all within a five minute walk. Bedlinen is provided and we offer excellent value for money.","11 St Martins Square, Scarborough, North Yorkshire, YO11 2DQ",http://www.cravendaleflats.co.uk,https://www.yorkshire.com/view/accommodation/scarborough/cravendale-holiday-flats-181176
Croft House B&B,"Croft House Bed & Breakfast is ideally located, in the picturesque village of Harome, 2 miles from Helmsley, nestling between the North York Moors and the Howardian Hills. We offer luxury accommodation and are just 50 yards away from the renowned Star Inn. A five minute walk through the village will take you to St. Saviour’s Church and the beautiful Pheasant Hotel.","High Street, Harome, North Yorkshire, YO62 5JE",http://www.crofthouseharome.co.uk/,https://www.yorkshire.com/view/accommodation/harome/croft-house-bandb-2045961
Corner Farm - Grand-Get-Togethers,"We’ve put a lot of love into renovating our detached Grade II listed former farmhouse into a wonderful space that is stylish but also sympathetic to its surroundings with modern furnishings mixed in with the original features such as stairs, doors and sash windows. ","Corner Farm, Sherburn, Malton, North Yorkshire, YO17 8QB",http://grandgettogethers.co.uk/availability-price/ ,https://www.yorkshire.com/view/accommodation/malton/corner-farm-grand-get-togethers-2062342
Cornfield Lodge,"Cornfield Lodge offers accommodation for up to four people in two bedrooms Close to the market towns of Northallerton and Thirsk, the Lodge is situated within its own garden on South Thornborough Farm. ","South Thornborough Farm, Thirsk Road, North Yorkshire, DL6 3SA",http://www.souththornboroughfarm.co.uk/facilities.html,https://www.yorkshire.com/view/accommodation/cornfield-lodge-1442477
Coxwold Cottages,"Forge Cottage is a luxury, self-contained country cottage located in the centre of the charming village of Coxwold. Spacious and tastefully decorated, this is a boutique retreat for two adults. An open-plan living area provides modern well-equipped kitchen, spacious lounge and dining area. Centrally heated throughout, there is an open fire to enjoy in winter. The large bedroom and dressing area includes King-size bed with Hypnos mattress, dressing table and wardrobe with quality bed linens, throws and cushions. The modern bathroom features bath and over-shower with dual shower fittings, heated towel rail, under-floor heating, toilet and hand-basin. Outside, there are private gardens that guests can enjoy.  ","The Forge, Coxwold, North Yorkshire, YO61 4AD",https://www.coxwoldcottages.co.uk/book-direct/,https://www.yorkshire.com/view/accommodation/coxwold/coxwold-cottages-2107675
Crab Manor Hotel,"Nestled in the heart of the North Yorkshire countryside, the Crab Manor Hotel and the Crab and Lobster Restaurant are the ideal destinations for anyone who appreciates the finer things in life. ","Crab Manor, Thirsk, North Yorkshire, YO7 3QL",https://www.crabmanor-reservations.com/asp/IQHome.asp,https://www.yorkshire.com/view/accommodation/thirsk/crab-manor-hotel-172255
Craven Shepherd Huts,Continuing the Farmhouse heritage of the Craven Arms the accommodation offers a historic form of shelter as taken by Shepherds protecting their flocks in years past. The huts would be wheeled on to the pastures for the Shepherd to stay in & allow overnight care of the livestock .,"Craven Arms & Cruck Barn, Skipton, North Yorkshire, BD23 6DA",http://www.craven-cruckbarn.co.uk/book-a-hut.html,https://www.yorkshire.com/view/accommodation/skipton/craven-shepherd-huts-2085862
Craven Garth,"In the heart of North York Moors national park you will find Craven Garth a family run working farm, nestling in the beautiful Valley of Rosedale surrounded by stunning scenery.","Craven Garth Farm Holiday Cottages, Rosedale, Pickering, North Yorkshire, YO18 8RH",http://www.freetobook.com/affiliates/reservation.php?w_id=15067&w_tkn=dLmhSYRmksmtBmKXV2aT9A8DvKd2bQjqYE6ytk6S1F5Au8CKtvryT4aNSHft8,https://www.yorkshire.com/view/accommodation/pickering/craven-garth-71576
Crathorne Hall Hotel,Welcome to Crathorne Hall Hotel,"Yarm, North Yorkshire, TS15 0AR",https://www.handpickedhotels.co.uk/crathornehall,https://www.yorkshire.com/view/accommodation/yarm/crathorne-hall-hotel-2028910
Dakota Deluxe,,"8 Russell Street, Leeds, West Yorkshire, LS1 5RN",http://leeds.dakotahotels.co.uk/,https://www.yorkshire.com/view/accommodation/leeds/dakota-deluxe-2087558
Crown Spa Hotel,"'Yorkshire Moors and Coast Hotel of the Year 2007, 2008 & 2009' and the Yorkshire coast's only 4 star hotel! ","Esplanade, South Cliff, Scarborough, North Yorkshire, YO11 2AG",http://www.CrownSpaHotel.com,https://www.yorkshire.com/view/accommodation/scarborough/crown-spa-hotel-78377
Daisychain Holidays,"Bay View and Jumelage (meaning twin in French) are located in the beautiful village of Sewerby, just on the outskirts of Bridlington.","455 & 457 Sewerby Road, Bridlington, East Riding Of Yorkshire, YO15 1ER",http://www.daisychainholidays.co.uk,https://www.yorkshire.com/view/accommodation/bridlington/daisychain-holidays-711137
Dale View,"A stunning and sophisticated barn conversion, Dale View overlooks beautiful Danby Dale. It is detached and has its own gardens, and covered area for al fresco dining.","Danby Head, Danby, Whitby, North Yorkshire, YO21 2NW",http://www.craghousefarm.co.uk/availability-and-online-booking/,https://www.yorkshire.com/view/accommodation/whitby/dale-view-2037377
Cundall Lodge Farm,"Whatever your reason for coming to Yorkshire, Cundall Lodge farm has something to offer you. Rest,relaxation,escaping the daily grind! ","Cundall Lodge Farm, Boroughbridge, York, North Yorkshire, YO61 2RN",https://www.farmstay.co.uk/b-and-b/north-yorkshire-thirsk-cundall-lodge-farm-994/booking-online/?page=1&pagesize=10&guid=1495104087403&&guid=1495104087403,https://www.yorkshire.com/view/accommodation/york/cundall-lodge-farm-79132
Dairy House,"Dairy House is set in the typical, yet unspoilt moorland village of Newton, a cluster of stone farms and cottages in the splendour of the North Yorks. Moors National Park. The cottage has a unique character, combining original rustic features, modern technology and comfort. With its massive oak beams and thick walls it is warm and cosy in winter yet cool in summer. It is thought to be the oldest of the Manor Farm buildings. Its timbers may have come from oaks in Newtondale or from ships broken up in Whitby.","Newton upon Rawcliffe, Nr Pickering, North Yorkshire, YO18 8QA",http://dairyhousenorthyorks.co.uk/booking-calendar/,https://www.yorkshire.com/view/accommodation/nr-pickering/dairy-house-166966
Cubley Hall Inn,"Cubley Hall has been based above Penistone for well over a century. Today, Cubley brings people together to eat and meet, celebrate, relax and rest. We are truly family-friendly and baby-friendly. We'll make your little ones feel extremely welcome so you can enjoy relaxed and happy times, with a child friendly playground in the grounds, childrens meals, drinks and ice cream treats available.","Mortimer Road, Penistone, Barnsley, South Yorkshire, S36 9DF",http://www.cubleyhall.co.uk,https://www.yorkshire.com/view/accommodation/barnsley/cubley-hall-inn-107946
Dillons Of Whitby,"Overlooking the beautiful Pannet Park, and just a stones throw from the town centre, Dillons provides everything you need for your perfect stay in Whitby.","14 Chubb Hill Road, Whitby, North Yorkshire, YO21 1JU",http://www.dillonsofwhitby.co.uk,https://www.yorkshire.com/view/accommodation/whitby/dillons-of-whitby-834518
Crows Nest Caravan Park,Crows Nest Caravan Park is situated on the glorious Yorkshire coast between Scarborough and Filey.,"Crows Nest Caravan Park, Gristhorpe, Filey, North Yorkshire, YO14 9PS",http://www.crowsnestcaravanpark.com,https://www.yorkshire.com/view/accommodation/filey/crows-nest-caravan-park-74674
Devonshire Arms Pilsley,"Devonshire Arms at Pilsley is located on the Chatsworth Estate, which is owned by the Duke and Duchess of Devonshire. It is the nearest property to Chatsworth House, being only a 20-minute walk away. The property has free WiFi in all areas and free on-site parking.","High Street, Pilsley, Chatsworth Estate, Bakewell, DE45 1UL",http://www.devonshirepilsley.co.uk,https://www.yorkshire.com/view/accommodation/bakewell/devonshire-arms-pilsley-2083076
Devonshire Arms at Beeley,"The Devonshire Arms at Beeley is a charming C18th village inn, located right on the Chatsworth Estate, with Chatworth House itself only a short drive away. ","Devonshire Square , Beeley, Chatsworth Estate, Matlock , DE4 2NR",http:// www.devonshirebeeley.co.uk,https://www.yorkshire.com/view/accommodation/matlock/devonshire-arms-at-beeley-2083099
Crowne Plaza Harrogate,"It’s less than a 10-minute walk to Harrogate station for trains to York, Leeds and London. With sweeping views over the town and Yorkshire countryside, the hotel is an ideal holiday base. Treat yourself to afternoon tea at nearby Bettys Tea Rooms, or explore popular Harrogate attractions like the Valley Gardens, the Royal Pump Room and RHS Garden Harlow Carr. The 14th-century Ripley Castle is just 4 miles away. Here for work? Six flexible meeting rooms can host up to 320 people, and our Crowne Plaza Meetings Director is on hand to keep your event running smoothly. You’re also Completely Connected, with access to power where and when you need it.","Kings Road, Harrogate, North Yorkshire, HG1 1XX",https://www.ihg.com/crowneplaza/hotels/gb/en/harrogate/hrtuk/hoteldetail,https://www.yorkshire.com/view/accommodation/harrogate/crowne-plaza-harrogate-475586
Dales Bike Centre Bunk Barn,"Dales Bike Centre is no ordinary four-star bunk accommodation; we have 14 beds in two and four bedded rooms which come with pillows, linen and quilts. Breakfast is included, and we’ve a kitchenette just for you to use.","Parks Barn, Fremington, North Yorkshire, DL11 6AW",http://www.dalesbikecentre.co.uk,https://www.yorkshire.com/view/accommodation/fremington/dales-bike-centre-bunk-barn-2037113
